id_solicitacao,data_solicitacao,idade,renda_mensal,anos_emprego,score_credito,valor_emprestimo,taxa_juros_anual,prazo_meses,finalidade,regiao,situacao_moradia,divida_existente,contas_abertas,atrasos_12m,aprovado,inadimplente
2009,2023-02-17,42.0,7033.07,0,615.0,14199.36,21.98,24,Consolidação de dívidas,Centro-Oeste,Alugada,20271.73,1,0,1,0
2010,2024-11-19,33.0,8471.51,7,745.0,13231.54,20.84,48,Consolidação de dívidas,Sul,Alugada,3408.45,6,1,1,0
2011,2022-04-18,32.0,30191.31,1,576.0,15117.94,20.07,36,Saúde,Sudeste,Alugada,23931.55,4,1,0,0
2012,2022-05-16,40.0,9614.21,0,764.0,24939.65,14.57,36,Reforma,Sudeste,Própria,32563.77,4,1,1,0
2013,2022-12-28,30.0,12068.5,3,661.0,31823.0,18.88,60,Cartão de crédito,Sudeste,Hipotecada,0.0,4,1,1,0
2014,2022-05-09,,15043.2,12,651.0,13454.19,20.0,36,Automóvel,Sul,Alugada,39942.16,4,0,1,0
2015,2023-05-30,32.0,7824.53,11,669.0,27702.47,15.94,48,Reforma,Sul,Própria,3325.34,10,1,1,0
2016,2023-03-25,39.0,,1,651.0,23361.06,16.56,24,Consolidação de dívidas,Sudeste,Hipotecada,12137.87,12,1,1,0
2017,2024-05-23,34.0,,6,613.0,44799.53,19.82,48,Consolidação de dívidas,Sudeste,Hipotecada,13017.22,6,0,1,0
2018,2023-04-18,,11870.28,0,674.0,20374.29,11.43,36,Reforma,Sudeste,Alugada,28875.21,5,0,1,0
2019,2024-10-30,45.0,22789.53,0,615.0,64314.04,14.53,48,Automóvel,Sudeste,Hipotecada,35207.61,6,0,1,0
2020,2022-10-29,,21076.21,3,679.0,40898.55,14.05,48,Educação,Sul,Própria,34375.46,10,3,1,0
2021,2022-08-19,35.0,,1,811.0,22400.29,23.91,48,Cartão de crédito,Sudeste,Outros,12476.83,5,1,1,0
2022,2024-07-11,39.0,10737.35,8,696.0,19897.64,14.81,36,Reforma,Sudeste,Própria,34554.38,7,2,1,0
2023,2024-12-25,20.0,40000.16,13,636.0,43791.61,18.17,48,Consolidação de dívidas,Sudeste,Hipotecada,40408.07,8,0,1,0
2024,2024-07-25,54.0,,0,,22383.45,21.87,48,Reforma,Sul,Outros,14266.66,6,0,1,0
2025,2022-04-22,36.0,31107.42,1,627.0,27472.36,13.45,36,Cartão de crédito,Sudeste,Própria,0.0,6,4,1,0
2026,2024-11-02,18.0,21870.67,2,637.0,20310.31,23.26,36,Automóvel,Sudeste,Hipotecada,18851.37,6,0,1,0
2027,2023-05-15,46.0,9691.55,4,642.0,19808.35,23.77,24,Cartão de crédito,Sudeste,Hipotecada,45558.27,5,1,1,1
2028,2024-07-20,29.0,8805.62,12,683.0,13728.58,5.26,60,Saúde,Sudeste,Outros,56217.95,9,1,1,0
2029,2023-08-21,45.0,5420.47,11,713.0,57116.74,20.14,36,Saúde,Nordeste,Alugada,0.0,3,0,1,0
2030,2022-08-22,37.0,4888.84,5,797.0,21647.92,24.21,24,Viagem,Sudeste,Alugada,29777.86,5,0,1,0
2031,2023-08-25,21.0,9836.62,1,695.0,28970.06,15.69,24,Reforma,Sul,Própria,31618.71,6,1,1,0
2032,2022-11-10,38.0,25172.38,7,573.0,35245.8,21.24,48,Saúde,Sudeste,Alugada,51317.32,8,0,0,0
2033,2023-07-20,37.0,10414.31,1,560.0,56741.48,10.05,48,Consolidação de dívidas,Sudeste,Alugada,28003.58,7,0,0,0
2034,2024-11-01,46.0,9526.06,16,645.0,19783.21,8.49,24,Cartão de crédito,Nordeste,Própria,28329.19,7,0,1,0
2035,2022-07-28,40.0,18954.91,0,720.0,7580.12,15.46,36,Reforma,Nordeste,Própria,18609.55,6,4,1,0
2036,2024-11-03,24.0,8683.96,4,635.0,28282.18,12.15,36,Saúde,Sudeste,Alugada,7826.04,5,1,1,0
2037,2024-11-09,45.0,33532.91,0,636.0,35402.51,20.14,36,Automóvel,Nordeste,Própria,14801.59,8,2,1,0
2038,2023-08-10,32.0,11721.34,2,,19980.03,19.94,48,Saúde,Centro-Oeste,Própria,32058.63,4,3,1,0
2039,2024-10-11,51.0,21276.2,5,648.0,36371.5,28.57,36,Automóvel,Nordeste,Hipotecada,3905.58,6,1,1,0
2040,2024-12-29,32.0,12087.97,5,722.0,26910.63,22.79,24,Saúde,Sudeste,Hipotecada,46737.59,6,0,1,0
2041,2023-11-29,34.0,13524.91,7,544.0,22175.86,14.41,36,Automóvel,Sul,Própria,29773.59,5,0,0,0
2042,2022-05-12,28.0,23471.52,4,683.0,55793.42,18.27,36,Cartão de crédito,Sudeste,Hipotecada,0.0,9,0,1,0
2043,2024-11-09,31.0,14983.06,1,525.0,22553.53,19.3,36,Cartão de crédito,Norte,Hipotecada,29806.59,6,0,0,0
2044,2023-06-20,29.0,28194.92,11,668.0,66923.65,21.17,48,Educação,Centro-Oeste,Alugada,14836.46,4,0,1,0
2045,2024-10-10,46.0,9030.46,8,713.0,27396.33,5.44,48,Cartão de crédito,Sudeste,Própria,54868.01,3,3,1,0
2046,2022-08-15,24.0,6977.77,0,,17026.21,15.28,36,Saúde,Nordeste,Hipotecada,0.0,7,0,0,0
2047,2024-04-01,43.0,5571.04,8,489.0,9431.63,24.25,36,Viagem,Norte,Própria,22744.93,3,0,0,0
2048,2024-05-20,43.0,,17,709.0,51789.84,20.37,48,Reforma,Sudeste,Alugada,9863.99,6,0,1,0
2049,2023-02-09,,20968.87,5,681.0,45480.3,18.24,48,Automóvel,Sul,Hipotecada,37566.35,5,1,1,0
2050,2022-07-21,36.0,,1,573.0,41671.27,14.89,60,Cartão de crédito,Norte,Hipotecada,42058.68,0,2,0,0
2051,2022-02-07,26.0,15512.13,4,667.0,54528.88,17.21,36,Consolidação de dívidas,Sudeste,Hipotecada,310.84,3,0,1,0
2052,2024-07-30,34.0,22804.69,2,612.0,72283.41,18.25,60,Reforma,Sul,Própria,28072.61,6,0,1,0
2053,2022-07-07,41.0,12147.56,5,637.0,8294.19,12.54,36,Consolidação de dívidas,Sudeste,Própria,55877.62,6,0,1,1
2054,2024-12-16,36.0,5541.24,3,631.0,10163.73,19.6,24,Viagem,Sudeste,Alugada,40667.49,7,1,1,0
2055,2024-07-29,39.0,,13,556.0,23048.89,18.42,48,Automóvel,Sul,Hipotecada,53150.84,10,1,0,0
2056,2024-11-09,48.0,7728.47,4,713.0,46083.64,15.49,36,Automóvel,Nordeste,Alugada,31548.69,4,1,1,0
2057,2022-09-30,41.0,14060.18,1,575.0,31532.73,15.48,24,Automóvel,Sudeste,Hipotecada,370.93,6,1,0,0
2058,2023-08-06,37.0,8343.08,6,656.0,31570.66,10.53,24,Cartão de crédito,Sudeste,Própria,0.0,3,2,1,1
2059,2023-05-31,19.0,22398.37,1,695.0,21057.69,24.65,24,Automóvel,Nordeste,Própria,14862.29,11,0,1,1
2060,2023-06-10,28.0,7067.06,1,591.0,16891.79,20.98,36,Educação,Sudeste,Própria,12306.11,9,1,1,0
2061,2022-12-02,32.0,,2,630.0,25501.34,19.73,48,Viagem,Norte,Própria,55834.47,3,0,1,0
2062,2023-11-29,18.0,5373.98,0,614.0,23389.24,21.23,48,Consolidação de dívidas,Sudeste,Hipotecada,60865.75,3,2,1,0
2063,2024-12-14,26.0,10693.64,17,770.0,21011.83,1.42,60,Viagem,Centro-Oeste,Hipotecada,37219.56,6,2,1,1
2064,2023-05-15,33.0,13407.38,3,714.0,38024.19,28.18,48,Consolidação de dívidas,Sudeste,Hipotecada,36276.76,9,2,1,0
2065,2024-06-18,35.0,,7,703.0,26756.53,2.12,24,Cartão de crédito,Sudeste,Alugada,9010.92,9,0,1,0
2066,2024-02-05,,14185.74,1,804.0,34312.4,23.34,60,Viagem,Centro-Oeste,Alugada,34189.44,6,2,1,1
2067,2023-06-20,34.0,19350.05,6,674.0,25300.07,18.56,48,Reforma,Sudeste,Própria,0.0,7,1,1,0
2068,2022-06-11,38.0,22082.85,4,626.0,39241.55,11.61,36,Educação,Sudeste,Alugada,4922.3,7,0,1,0
2069,2023-08-17,32.0,16254.7,2,549.0,14655.97,18.63,36,Educação,Sudeste,Própria,52084.6,5,1,0,0
2070,2022-06-08,36.0,8532.98,17,601.0,12359.15,20.92,36,Cartão de crédito,Sudeste,Alugada,30467.09,3,2,1,1
2071,2022-03-01,40.0,16355.21,3,661.0,22353.69,14.98,60,Viagem,Sudeste,Própria,37807.91,6,0,1,0
2072,2024-07-03,49.0,28110.6,5,715.0,40965.59,25.21,36,Automóvel,Norte,Alugada,0.0,11,0,1,0
2073,2022-07-30,31.0,11413.24,0,604.0,22043.75,8.94,36,Educação,Sudeste,Outros,16813.52,6,0,1,0
2074,2023-02-10,37.0,17629.44,1,760.0,82345.65,11.62,48,Saúde,Centro-Oeste,Outros,15636.21,9,2,1,0
2075,2023-10-26,43.0,17403.33,10,542.0,15360.51,10.41,60,Reforma,Sudeste,Hipotecada,44569.34,9,0,0,0
2076,2023-06-26,23.0,11109.01,7,623.0,24184.82,9.41,24,Saúde,Norte,Própria,42062.53,10,0,1,0
2077,2024-09-24,53.0,21346.96,3,678.0,9797.94,19.0,60,Cartão de crédito,Sudeste,Própria,40921.18,6,0,1,0
2078,2024-07-15,46.0,11022.06,11,659.0,60647.23,27.63,24,Educação,Sudeste,Própria,27284.8,7,0,1,0
2079,2024-05-17,20.0,16756.24,3,683.0,25178.69,23.1,48,Consolidação de dívidas,Sudeste,Alugada,50391.36,9,1,1,0
2080,2022-01-19,39.0,11852.72,4,658.0,7370.39,16.17,60,Consolidação de dívidas,Centro-Oeste,Alugada,10653.03,11,1,1,0
2081,2023-03-08,30.0,,2,695.0,22615.01,26.33,48,Automóvel,Sudeste,Própria,19835.14,3,1,1,0
2082,2024-01-10,32.0,21306.91,4,632.0,6534.28,24.18,48,Viagem,Centro-Oeste,Hipotecada,56464.54,6,0,1,0
2083,2022-07-02,39.0,5046.83,1,628.0,52608.79,13.97,48,Automóvel,Nordeste,Alugada,26810.28,4,0,1,0
2084,2022-04-23,45.0,18187.66,2,592.0,16300.91,16.24,36,Educação,Sudeste,Alugada,48182.1,8,0,1,0
2085,2023-04-26,31.0,19026.43,16,802.0,27509.91,19.74,36,Educação,Nordeste,Hipotecada,16859.42,9,0,1,0
2086,2024-04-10,31.0,,0,644.0,17902.79,13.31,24,Consolidação de dívidas,Sudeste,Alugada,27249.68,7,2,1,0
2087,2024-02-02,39.0,13151.91,0,680.0,24101.26,12.05,60,Automóvel,Sudeste,Hipotecada,44015.75,5,0,1,0
2088,2023-04-21,41.0,8200.06,0,635.0,41850.17,22.43,36,Consolidação de dívidas,Sudeste,Alugada,48950.89,4,1,1,0
2089,2024-02-02,26.0,8959.7,1,761.0,21527.06,23.82,48,Reforma,Nordeste,Alugada,23484.39,5,1,1,0
2090,2024-08-28,51.0,15298.01,2,649.0,36551.91,11.88,36,Cartão de crédito,Sudeste,Própria,193.44,3,0,1,0
2091,2024-10-16,30.0,49640.87,0,672.0,5725.9,20.18,48,Reforma,Sudeste,Própria,8581.04,6,0,1,0
2092,2022-06-10,44.0,18619.82,3,588.0,13357.35,20.09,36,Consolidação de dívidas,Sul,Alugada,18030.05,5,2,1,0
2093,2023-02-05,40.0,8741.55,4,773.0,27687.34,11.38,24,Automóvel,Nordeste,Alugada,33543.77,3,2,1,0
2094,2022-07-17,41.0,19690.62,6,665.0,18120.05,19.94,36,Consolidação de dívidas,Sudeste,Própria,11218.02,4,0,1,0
2095,2023-10-22,30.0,17862.24,18,775.0,51308.73,21.11,60,Cartão de crédito,Sul,Própria,33312.89,2,2,1,0
2096,2024-12-06,20.0,5633.96,4,607.0,42630.27,21.39,60,Consolidação de dívidas,Sudeste,Alugada,30275.18,9,1,1,1
2097,2023-02-03,35.0,11407.88,0,619.0,56945.9,16.23,60,Cartão de crédito,Sudeste,Alugada,16694.18,4,0,1,0
2098,2022-03-19,35.0,12440.67,0,613.0,28401.44,19.73,36,Automóvel,Sudeste,Alugada,0.0,8,0,1,0
2099,2022-05-04,27.0,14172.24,7,630.0,17873.91,19.02,60,Automóvel,Sudeste,Alugada,34030.95,6,1,1,0
2100,2022-03-16,,13150.86,5,696.0,37678.52,18.41,36,Educação,Sudeste,Outros,0.0,4,1,1,1
2101,2022-05-17,35.0,14384.17,0,506.0,15061.8,23.21,36,Educação,Sudeste,Outros,40227.21,2,0,0,1
2102,2023-08-25,28.0,8370.15,1,646.0,22932.29,12.14,36,Educação,Sul,Alugada,63872.12,4,1,1,0
2103,2024-04-16,41.0,11355.24,6,595.0,33673.39,12.79,60,Automóvel,Nordeste,Hipotecada,25409.8,4,1,1,0
2104,2023-05-15,41.0,11697.22,4,587.0,18253.39,11.49,48,Consolidação de dívidas,Sudeste,Alugada,15764.41,8,2,1,0
2105,2022-05-18,29.0,23860.53,4,682.0,100089.55,23.81,36,Reforma,Sudeste,Própria,52328.16,6,1,1,0
2106,2022-02-19,47.0,9426.22,1,671.0,39991.14,17.78,36,Cartão de crédito,Sudeste,Hipotecada,20085.82,6,2,1,0
2107,2024-08-30,56.0,,4,710.0,16226.42,14.15,48,Viagem,Norte,Hipotecada,29806.47,10,1,1,0
2108,2022-09-11,26.0,11181.31,7,677.0,45568.97,25.47,60,Reforma,Centro-Oeste,Própria,36984.69,7,1,1,0
2109,2023-12-11,34.0,29545.53,10,662.0,66047.07,16.46,36,Saúde,Sudeste,Alugada,10547.54,11,0,1,0
2110,2023-07-17,39.0,18631.01,6,610.0,11737.43,4.81,48,Reforma,Sudeste,Própria,52322.59,6,0,1,0
2111,2024-01-27,56.0,,4,585.0,54386.61,13.99,24,Saúde,Sudeste,Hipotecada,45455.68,6,0,1,0
2112,2023-07-01,29.0,16296.79,5,691.0,13438.68,18.44,60,Saúde,Centro-Oeste,Própria,65389.49,5,1,1,0
2113,2024-07-10,27.0,8056.14,3,632.0,26774.75,20.09,48,Cartão de crédito,Sudeste,Alugada,35434.64,4,0,1,0
2114,2023-08-04,27.0,15218.8,1,677.0,29621.38,13.8,24,Cartão de crédito,Sul,Alugada,18982.97,8,0,1,0
2115,2022-02-18,46.0,26450.09,10,649.0,18724.69,15.3,36,Consolidação de dívidas,Sul,Própria,3045.2,11,2,1,0
2116,2024-07-05,29.0,5023.29,3,506.0,18691.58,14.89,60,Viagem,Sudeste,Hipotecada,27332.04,5,0,0,0
2117,2023-12-05,,8069.87,4,683.0,16801.3,21.64,36,Saúde,Sudeste,Própria,26850.14,7,1,1,1
2118,2022-09-18,,14442.37,23,606.0,19987.21,25.85,36,Automóvel,Nordeste,Alugada,47728.12,6,3,1,0
2119,2022-12-22,38.0,10959.88,21,710.0,15572.01,13.42,24,Consolidação de dívidas,Sudeste,Própria,21620.43,8,0,1,0
2120,2023-09-30,45.0,14868.07,4,519.0,49621.46,26.27,24,Saúde,Centro-Oeste,Alugada,11962.87,5,2,0,0
2121,2024-01-13,,12814.52,0,,11982.91,18.89,48,Consolidação de dívidas,Sudeste,Própria,0.0,3,1,1,0
2122,2024-10-06,38.0,5765.26,2,608.0,72317.86,16.87,48,Educação,Nordeste,Alugada,23211.95,9,1,1,0
2123,2024-07-19,35.0,18233.04,13,682.0,24998.4,16.03,60,Cartão de crédito,Sul,Alugada,12195.58,6,2,1,0
2124,2023-10-03,24.0,6853.99,1,600.0,8500.28,11.97,36,Reforma,Sudeste,Alugada,17847.5,1,1,1,0
2125,2024-03-02,34.0,14805.58,36,609.0,41152.69,12.66,36,Cartão de crédito,Sul,Própria,21342.87,3,0,1,0
2126,2023-09-04,36.0,10643.97,0,697.0,21729.32,11.76,48,Automóvel,Sudeste,Alugada,26724.25,10,2,1,0
2127,2024-03-19,32.0,44379.6,4,635.0,13959.96,11.16,48,Educação,Sudeste,Própria,8614.22,7,0,1,0
2128,2023-11-17,21.0,12576.14,3,640.0,22298.81,20.07,24,Viagem,Nordeste,Alugada,12645.89,4,1,1,0
2129,2022-07-07,25.0,15922.68,1,709.0,17574.19,30.3,60,Automóvel,Sudeste,Outros,51113.41,4,1,1,0
2130,2024-09-11,35.0,17623.43,14,663.0,54616.4,13.2,48,Reforma,Sudeste,Hipotecada,20305.34,6,1,1,0
2131,2023-07-02,44.0,15816.53,4,681.0,17511.9,16.04,24,Cartão de crédito,Centro-Oeste,Própria,37883.1,7,1,1,0
2132,2023-12-26,51.0,13182.68,1,606.0,12985.32,23.63,60,Reforma,Centro-Oeste,Própria,18052.65,2,0,1,0
2133,2024-07-14,34.0,8141.36,2,,18217.29,11.67,60,Educação,Sudeste,Alugada,20368.86,9,0,1,0
2134,2024-05-25,29.0,12633.35,6,657.0,15585.86,9.32,60,Consolidação de dívidas,Norte,Própria,43416.01,10,1,1,0
2135,2023-09-10,32.0,,1,680.0,48653.32,6.1,60,Reforma,Sul,Alugada,15445.92,13,0,1,0
2136,2023-02-18,26.0,17047.84,10,675.0,30050.91,18.05,36,Saúde,Sudeste,Alugada,40690.0,5,0,1,0
2137,2024-06-21,43.0,57540.55,0,729.0,12008.65,13.9,60,Educação,Sudeste,Outros,35652.04,11,0,1,0
2138,2022-06-12,55.0,14593.7,1,685.0,15050.57,9.8,48,Automóvel,Sul,Própria,18039.64,6,0,1,0
2139,2022-09-27,29.0,15831.45,0,,21059.38,13.66,48,Automóvel,Sudeste,Hipotecada,4387.72,6,2,0,0
2140,2023-09-24,25.0,6149.01,0,608.0,9765.16,22.88,60,Viagem,Centro-Oeste,Hipotecada,39014.18,8,0,1,0
2141,2024-06-24,45.0,8884.11,1,665.0,14628.7,15.1,36,Reforma,Sudeste,Alugada,13801.92,9,2,1,0
2142,2022-07-24,38.0,20898.2,35,677.0,32154.71,22.64,60,Educação,Sul,Alugada,19757.42,5,0,1,0
2143,2023-08-05,39.0,6479.25,0,557.0,72985.58,20.24,48,Reforma,Nordeste,Própria,15257.64,8,0,0,0
2144,2024-04-20,50.0,9283.64,1,580.0,9791.41,18.49,48,Saúde,Nordeste,Alugada,0.0,7,1,0,0
2145,2026-06-14,23.0,17746.35,1,726.0,120528.81,17.48,48,Educação,Sudeste,Alugada,25343.35,8,1,1,0
2146,2022-09-07,23.0,20021.4,4,787.0,33063.81,21.58,48,Cartão de crédito,Centro-Oeste,Alugada,0.0,7,1,1,0
2147,2024-05-24,34.0,12650.7,6,534.0,14415.53,19.29,36,Automóvel,Norte,Própria,36193.74,3,4,0,0
2148,2022-07-15,36.0,14205.0,6,668.0,62317.42,18.69,60,Reforma,Sudeste,Hipotecada,36694.31,3,1,1,0
2149,2023-11-21,32.0,14188.47,0,653.0,33864.32,5.88,24,Saúde,Sudeste,Própria,22981.57,6,1,1,0
2150,2024-12-29,58.0,7210.66,5,720.0,42841.47,15.65,60,Automóvel,Sudeste,Própria,2807.05,7,0,1,0
2151,2023-10-01,33.0,12878.74,4,684.0,42359.32,8.22,48,Educação,Sudeste,Alugada,34831.93,7,0,1,0
2152,2023-11-03,31.0,15077.32,3,,48602.57,11.03,60,Viagem,Sudeste,Alugada,0.0,6,2,1,0
2153,2024-08-01,37.0,12782.05,2,490.0,13520.81,23.56,36,Automóvel,Nordeste,Alugada,24801.19,3,3,0,0
2154,2022-07-18,44.0,5101.14,7,649.0,41935.11,16.57,48,Automóvel,Sul,Alugada,48249.64,4,1,1,0
2155,2023-05-07,29.0,28791.14,2,586.0,27705.18,27.42,48,Cartão de crédito,Sudeste,Alugada,30451.27,5,2,1,0
2156,2024-06-14,34.0,7733.48,1,588.0,37030.3,21.84,48,Cartão de crédito,Sudeste,Alugada,13552.45,3,0,1,0
2157,2022-05-22,44.0,13850.33,1,564.0,18555.76,13.38,36,Saúde,Nordeste,Própria,3482.33,8,0,0,1
2158,2022-06-14,45.0,15691.83,2,665.0,18848.99,15.03,60,Saúde,Sul,Alugada,69519.17,6,0,1,0
2159,2022-11-10,37.0,10642.27,1,673.0,19562.14,21.36,60,Viagem,Sudeste,Hipotecada,17530.71,7,0,1,0
2160,2022-01-21,57.0,15097.05,4,694.0,40222.1,20.76,36,Cartao de credito,Norte,Própria,21247.75,5,0,1,0
2161,2024-09-10,53.0,9066.71,10,621.0,25686.13,23.26,36,Cartao de credito,Sudeste,Hipotecada,15610.87,6,0,1,0
2162,2022-11-01,23.0,39087.16,4,746.0,19999.34,4.39,48,Viagem,Sudeste,Própria,7828.47,4,2,1,0
2163,2023-01-06,20.0,11728.14,2,584.0,22348.94,8.05,36,Cartão de crédito,Sudeste,Hipotecada,0.0,9,2,1,0
2164,2024-05-02,43.0,,7,549.0,53525.24,13.86,36,Viagem,Sudeste,Alugada,14240.49,4,1,0,0
2165,2023-01-19,48.0,7736.35,6,665.0,35303.97,21.49,60,Educação,Centro-Oeste,Própria,23247.2,5,2,1,0
2166,2023-03-21,33.0,19161.13,2,602.0,34616.93,22.25,36,Viagem,Sudeste,Alugada,6270.17,6,1,1,0
2167,2023-03-01,31.0,9333.79,4,687.0,31147.96,0.46,48,Reforma,Sudeste,Hipotecada,0.0,2,2,1,1
2168,2022-06-10,28.0,,6,603.0,48508.27,12.21,48,Consolidação de dívidas,Sudeste,Hipotecada,29476.36,5,2,1,0
2169,2023-09-21,25.0,7843.64,1,609.0,15036.45,20.85,36,Educação,Sul,Alugada,24441.87,5,2,1,0
2170,2024-06-13,46.0,8743.32,2,603.0,43796.0,11.36,36,Cartão de crédito,Nordeste,Alugada,51732.66,8,1,1,0
2171,2023-05-05,32.0,14125.35,0,598.0,28057.7,19.2,60,Educação,Sudeste,Própria,22553.84,10,1,1,0
2172,2024-10-13,38.0,56268.77,21,649.0,16105.09,20.32,48,Educação,Nordeste,Alugada,0.0,8,0,1,0
2173,2022-11-23,19.0,52461.66,0,666.0,26620.22,14.6,48,Cartão de crédito,Sudeste,Alugada,47958.4,6,3,1,0
2174,2023-08-21,45.0,11373.87,0,,23131.69,18.05,48,Cartão de crédito,Sudeste,Alugada,48618.38,9,0,1,1
2175,2024-10-11,41.0,21584.05,3,568.0,32458.48,16.81,24,Automóvel,Sudeste,Alugada,116.32,10,0,0,0
2176,2022-10-16,23.0,,10,684.0,44149.04,20.67,24,Educação,Norte,Hipotecada,34413.92,8,1,1,0
2177,2023-08-16,38.0,4665.59,2,677.0,14453.45,16.29,24,Reforma,Sul,Própria,50666.33,6,0,1,0
2178,2023-07-27,36.0,13565.6,7,700.0,69192.4,6.72,36,Viagem,Sul,Alugada,54580.64,2,0,1,1
2179,2022-01-28,31.0,17555.89,5,576.0,10674.58,21.06,48,Saúde,Sudeste,Alugada,49043.69,11,0,0,0
2180,2024-08-11,18.0,19764.21,5,592.0,17903.34,17.53,36,Viagem,Sudeste,Própria,30422.01,7,2,1,0
2181,2022-02-12,30.0,22921.92,9,707.0,79542.03,21.02,36,Consolidação de dívidas,Sul,Própria,23980.68,4,0,1,0
2182,2023-02-27,38.0,11325.11,0,712.0,11887.77,12.65,36,Automóvel,Sudeste,Própria,14195.42,4,1,1,0
2183,2022-06-26,31.0,,13,621.0,19429.25,16.12,48,Viagem,Sudeste,Hipotecada,13388.15,5,1,1,0
2184,2023-06-13,34.0,20143.15,8,583.0,17535.45,14.69,24,Saúde,Sudeste,Alugada,1935.95,3,0,1,1
2185,2024-08-23,49.0,24263.64,13,600.0,7109.47,23.16,36,Cartao de credito,Centro-Oeste,Hipotecada,33373.16,11,0,1,0
2186,2022-07-17,35.0,,7,582.0,25321.44,21.77,36,Reforma,Sudeste,Alugada,21704.21,8,0,1,1
2187,2023-09-02,18.0,14843.82,10,705.0,34343.72,26.78,48,Cartão de crédito,Sudeste,Alugada,17530.49,5,1,1,1
2188,2024-04-21,34.0,18486.14,1,699.0,34286.41,17.06,24,Educação,Sudeste,Alugada,22317.32,3,1,1,1
2189,2024-05-02,36.0,14382.63,1,655.0,19395.24,10.24,48,Cartão de crédito,Sul,Própria,44875.19,9,0,1,0
2190,2022-01-22,28.0,9788.64,1,602.0,9039.22,11.49,36,Educação,Sudeste,Hipotecada,37578.06,5,1,1,0
2191,2024-12-16,42.0,13380.4,0,588.0,18277.38,23.24,24,Automóvel,Nordeste,Alugada,0.0,6,0,1,0
2192,2024-12-25,22.0,17411.13,6,606.0,16315.03,25.7,60,Cartão de crédito,Sudeste,Própria,68952.73,9,0,1,0
2193,2024-04-21,34.0,9133.22,0,587.0,30818.39,9.82,36,Cartão de crédito,Sul,Alugada,45264.76,2,1,1,0
2194,2022-04-08,22.0,7342.1,0,665.0,19570.05,14.75,36,Reforma,Nordeste,Própria,16077.45,4,0,1,0
2195,2023-03-11,33.0,37412.92,7,703.0,33321.41,11.08,24,Educação,Sul,Própria,25062.06,9,1,1,0
2196,2023-09-29,42.0,14673.01,11,705.0,9223.14,29.75,36,Consolidação de dívidas,Sudeste,Hipotecada,23007.09,2,0,1,0
2197,2023-08-11,34.0,21357.86,7,588.0,37577.3,20.08,36,Reforma,Sudeste,Alugada,6296.13,5,1,1,0
2198,2022-12-10,34.0,14835.05,8,608.0,35124.09,12.5,48,Cartão de crédito,Norte,Própria,18172.12,6,2,1,1
2199,2023-07-25,36.0,22587.65,4,611.0,14448.52,12.18,48,Educação,Sul,Alugada,6872.4,9,0,1,0
2200,2023-09-03,36.0,13899.24,10,721.0,17797.73,26.48,48,Educação,Sudeste,Hipotecada,41560.96,9,0,1,0
2201,2022-08-31,42.0,17917.92,3,556.0,22110.3,21.63,48,Viagem,Sul,Alugada,0.0,8,1,0,0
2202,2023-07-15,42.0,7671.25,22,649.0,47856.39,17.97,36,Automóvel,Norte,Própria,13293.12,5,1,1,0
2203,2024-08-17,48.0,5527.22,0,588.0,22459.89,15.19,36,Reforma,Sudeste,Própria,7191.1,7,1,1,0
2204,2022-02-01,37.0,10527.66,8,636.0,31759.88,15.35,24,Viagem,Sul,Hipotecada,56926.6,5,0,1,0
2205,2023-01-26,21.0,6549.23,5,698.0,26376.31,9.44,24,Automóvel,Sudeste,Alugada,39298.21,9,0,1,0
2206,2022-10-04,43.0,4635.55,4,627.0,43599.55,13.53,36,Viagem,Sudeste,Hipotecada,34038.9,4,1,1,1
2207,2023-06-16,48.0,15535.36,6,597.0,28983.63,15.03,48,Reforma,Sul,Alugada,44785.61,4,0,1,1
2208,2023-01-18,58.0,5515.51,9,702.0,13351.0,16.95,48,Reforma,Sudeste,Alugada,25763.19,3,0,1,0
2209,2024-12-27,49.0,21477.21,9,659.0,22921.26,17.29,36,Consolidação de dívidas,Norte,Alugada,22285.56,5,0,1,0
2210,2024-06-02,31.0,27462.94,0,683.0,45959.89,23.52,60,Educação,Sul,Própria,22714.22,10,1,1,0
2211,2022-08-02,37.0,6493.16,1,668.0,31681.61,13.39,36,Educação,Norte,Própria,16574.3,5,1,1,0
2212,2023-01-11,33.0,15434.07,0,564.0,13527.43,26.19,36,Saúde,Sudeste,Própria,37502.36,6,1,0,0
2213,2024-01-14,32.0,33825.39,0,741.0,70486.64,17.06,60,Cartão de crédito,Sudeste,Hipotecada,42281.56,7,0,1,0
2214,2022-08-01,34.0,10551.36,1,636.0,19007.45,19.94,24,Automóvel,Sudeste,Alugada,37264.47,14,0,1,0
2215,2022-03-20,47.0,18131.81,6,708.0,44245.02,24.07,36,Saúde,Sudeste,Hipotecada,16987.19,5,0,1,1
2216,2023-09-20,21.0,44198.75,3,625.0,57864.83,21.05,36,Automóvel,Centro-Oeste,Hipotecada,14826.78,7,2,1,0
2217,2023-08-27,26.0,5775.76,7,689.0,47672.66,22.29,48,Automóvel,Sudeste,Alugada,65270.86,5,1,1,0
2218,2024-02-21,46.0,8025.33,3,720.0,16412.79,14.27,24,Cartão de crédito,Centro-Oeste,Hipotecada,18458.13,10,1,1,0
2219,2024-09-27,49.0,17712.85,4,711.0,48662.03,16.88,36,Automóvel,Sul,Alugada,50289.74,3,1,1,0
